Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
339 3100.00 841.10 41.427605 55.8714 0.110993 20.6891 0.675944 0 1.94614 0.379849 0.0871194 0 0 0.765819 3.88828 10.882 0 4.70335 0
340 3100.00 840.10 41.260676 55.8887 0.111442 20.6946 0.665424 0 1.91029 0.381385 0.0837627 0 0 0.753067 3.88534 10.9088 0 4.71718 0
341 3100.00 839.10 41.094832 55.9056 0.111892 20.7001 0.6549 0 1.87463 0.382924 0.0805994 0 0 0.740455 3.88222 10.9356 0 4.73107 0
342 3100.00 838.10 40.930160 55.9219 0.112342 20.7057 0.644397 0 1.83922 0.384465 0.0776158 0 0 0.727986 3.87891 10.9625 0 4.74504 0
343 3100.00 837.10 40.766718 55.9375 0.112792 20.7112 0.633935 0 1.80413 0.386006 0.0747989 0 0 0.715663 3.8754 10.9895 0 4.75906 0
344 3100.00 836.10 40.475066 55.9196 0.113605 20.7269 0.624954 0 1.77399 0.388788 0.072278 0 0 0.708878 3.87632 11.0064 0 4.78828 0
345 3100.00 835.10 40.151328 55.8919 0.114521 20.7454 0.61642 0 1.74541 0.391923 0.0699345 0 0 0.703662 3.87845 11.0205 0 4.82184 0
346 3100.00 834.10 39.832049 55.8637 0.115439 20.7639 0.607946 0 1.71714 0.395064 0.0677177 0 0 0.698494 3.88056 11.0345 0 4.85554 0
347 3100.00 833.10 39.517162 55.8349 0.116359 20.7824 0.599542 0 1.68921 0.398212 0.0656183 0 0 0.693372 3.88262 11.0484 0 4.88936 0
348 3100.00 832.10 39.206593 55.8056 0.117281 20.8008 0.591214 0 1.66162 0.401367 0.0636278 0 0 0.688297 3.88466 11.0622 0 4.92331 0
349 3100.00 831.10 38.900263 55.7756 0.118204 20.8192 0.582971 0 1.63441 0.404527 0.0617383 0 0 0.683269 3.88666 11.076 0 4.95738 0
350 3100.00 830.10 38.598088 55.7451 0.11913 20.8375 0.574816 0 1.60758 0.407694 0.0599428 0 0 0.678289 3.88863 11.0897 0 4.99159 0
351 3100.00 829.10 38.299981 55.714 0.120057 20.8558 0.566754 0 1.58115 0.410867 0.0582347 0 0 0.673356 3.89057 11.1033 0 5.02592 0
352 3100.00 828.10 38.005855 55.6823 0.120986 20.8741 0.558788 0 1.5551 0.414047 0.0566081 0 0 0.668469 3.89247 11.1168 0 5.06037 0
353 3100.00 827.10 37.715620 55.65 0.121917 20.8923 0.550921 0 1.52947 0.417233 0.0550575 0 0 0.663627 3.89434 11.1302 0 5.09496 0
354 3100.00 826.10 37.429189 55.6171 0.12285 20.9104 0.543155 0 1.50423 0.420426 0.0535779 0 0 0.658831 3.89618 11.1435 0 5.12968 0
355 3100.00 825.10 37.146474 55.5836 0.123785 20.9286 0.535491 0 1.4794 0.423626 0.0521647 0 0 0.65408 3.89799 11.1567 0 5.16453 0
356 3100.00 824.10 36.867386 55.5496 0.124722 20.9466 0.52793 0 1.45498 0.426833 0.0508137 0 0 0.649372 3.89978 11.1699 0 5.19951 0
357 3100.00 823.10 36.591841 55.5149 0.125661 20.9647 0.520473 0 1.43096 0.430047 0.0495211 0 0 0.644707 3.90153 11.1829 0 5.23463 0
358 3100.00 822.10 36.319754 55.4796 0.126603 20.9827 0.513121 0 1.40734 0.433269 0.0482832 0 0 0.640084 3.90326 11.1959 0 5.26989 0
359 3100.00 821.10 36.051043 55.4437 0.127546 21.0006 0.505872 0 1.38412 0.436498 0.0470967 0 0 0.635503 3.90496 11.2088 0 5.30529 0
360 3100.00 820.10 35.785625 55.4072 0.128492 21.0185 0.498727 0 1.3613 0.439736 0.0459587 0 0 0.630962 3.90664 11.2216 0 5.34083 0
361 3100.00 819.10 35.523424 55.3702 0.129441 21.0364 0.491686 0 1.33887 0.442981 0.0448663 0 0 0.626461 3.9083 11.2343 0 5.37652 0
362 3100.00 818.10 35.264361 55.3325 0.130392 21.0543 0.484748 0 1.31682 0.446236 0.043817 0 0 0.621999 3.90993 11.2469 0 5.41236 0
363 3100.00 817.10 35.008362 55.2942 0.131345 21.0721 0.477912 0 1.29515 0.449499 0.0428082 0 0 0.617574 3.91155 11.2595 0 5.44834 0
364 3100.00 816.10 34.755354 55.2554 0.132301 21.0899 0.471177 0 1.27386 0.452771 0.0418378 0 0 0.613187 3.91314 11.2719 0 5.48447 0
365 3100.00 815.10 34.505266 55.216 0.13326 21.1077 0.464543 0 1.25295 0.456053 0.0409037 0 0 0.608837 3.91471 11.2843 0 5.52076 0
366 3100.00 814.10 34.258030 55.176 0.134222 21.1254 0.458008 0 1.23239 0.459344 0.0400039 0 0 0.604522 3.91627 11.2966 0 5.55721 0
367 3100.00 813.10 34.013578 55.1354 0.135186 21.1432 0.451572 0 1.2122 0.462645 0.0391367 0 0 0.600241 3.91781 11.3088 0 5.59382 0
368 3100.00 812.10 33.771846 55.0942 0.136154 21.1609 0.445232 0 1.19236 0.465957 0.0383004 0 0 0.595995 3.91934 11.321 0 5.63059 0
369 3100.00 811.10 33.532770 55.0524 0.137125 21.1786 0.438989 0 1.17287 0.469279 0.0374934 0 0 0.591782 3.92085 11.3331 0 5.66752 0
370 3100.00 810.10 33.296291 55.0101 0.138099 21.1963 0.43284 0 1.15372 0.472612 0.0367142 0 0 0.587602 3.92235 11.3451 0 5.70463 0
371 3100.00 809.10 27.618468 55.1747 0.166489 21.0689 0.304335 0 0.811506 0.569771 0.0266462 0 0 0.705494 2.33948 13.1701 0 5.66254 0
372 3100.00 808.10 27.344562 55.132 0.168157 21.0844 0.298162 0 0.79351 0.575479 0.0261367 0 0 0.711449 2.30388 13.2129 0 5.69391 0
373 3100.00 807.10 27.077087 55.0888 0.169818 21.0998 0.292157 0 0.776033 0.581164 0.0256477 0 0 0.717372 2.26888 13.2549 0 5.7254 0
374 3100.00 806.10 26.815766 55.0451 0.171473 21.1153 0.286316 0 0.759055 0.586827 0.0251779 0 0 0.723265 2.23446 13.2961 0 5.75698 0
375 3100.00 805.10 26.560339 55.0008 0.173122 21.1307 0.280632 0 0.742557 0.59247 0.0247262 0 0 0.729129 2.20061 13.3365 0 5.78868 0
376 3100.00 804.10 26.310561 54.9561 0.174765 21.1461 0.275099 0 0.726522 0.598095 0.0242914 0 0 0.734965 2.16733 13.3762 0 5.8205 0
377 3100.00 803.10 26.066200 54.9109 0.176404 21.1615 0.269712 0 0.710933 0.603702 0.0238727 0 0 0.740776 2.13458 13.4152 0 5.85243 0
378 3100.00 802.10 25.827038 54.8651 0.178037 21.177 0.264467 0 0.695775 0.609292 0.0234692 0 0 0.746561 2.10237 13.4534 0 5.88448 0
379 3100.00 801.10 25.592869 54.8189 0.179666 21.1924 0.259358 0 0.681031 0.614867 0.0230799 0 0 0.752323 2.07068 13.491 0 5.91665 0
380 3100.00 800.10 25.363497 54.7723 0.181291 21.2079 0.254381 0 0.666687 0.620428 0.0227041 0 0 0.758062 2.0395 13.5278 0 5.94896 0
381 3100.00 799.10 25.138737 54.7252 0.182912 21.2234 0.249532 0 0.652729 0.625975 0.0223412 0 0 0.76378 2.00882 13.564 0 5.98139 0
382 3100.00 798.10 24.918415 54.6776 0.184529 21.2388 0.244805 0 0.639144 0.631509 0.0219904 0 0 0.769477 1.97863 13.5996 0 6.01395 0
383 3100.00 797.10 24.702363 54.6295 0.186143 21.2544 0.240197 0 0.625919 0.637033 0.0216511 0 0 0.775156 1.94891 13.6344 0 6.04666 0
384 3100.00 796.10 24.490425 54.581 0.187754 21.2699 0.235704 0 0.613041 0.642546 0.0213228 0 0 0.780816 1.91966 13.6687 0 6.0795 0
385 3100.00 795.10 24.282451 54.5321 0.189362 21.2855 0.231323 0 0.6005 0.648049 0.0210048 0 0 0.786458 1.89087 13.7024 0 6.11249 0
386 3100.00 794.10 24.078299 54.4827 0.190968 21.3011 0.227049 0 0.588283 0.653543 0.0206968 0 0 0.792085 1.86252 13.7354 0 6.14562 0
387 3100.00 793.10 23.877833 54.4329 0.192571 21.3168 0.22288 0 0.576379 0.65903 0.0203982 0 0 0.797696 1.83462 13.7679 0 6.1789 0
388 3100.00 792.10 23.680925 54.3826 0.194172 21.3324 0.218811 0 0.56478 0.66451 0.0201086 0 0 0.803293 1.80715 13.7998 0 6.21233 0
389 3100.00 791.10 23.487453 54.3319 0.195772 21.3482 0.21484 0 0.553474 0.669984 0.0198276 0 0 0.808876 1.7801 13.8311 0 6.24591 0
390 3100.00 790.10 23.297298 54.2808 0.197369 21.364 0.210964 0 0.542452 0.675452 0.0195547 0 0 0.814447 1.75346 13.8619 0 6.27966 0
391 3100.00 789.10 23.110350 54.2292 0.198966 21.3798 0.20718 0 0.531706 0.680916 0.0192897 0 0 0.820006 1.72723 13.8922 0 6.31356 0
392 3100.00 788.10 22.926504 54.1772 0.200562 21.3957 0.203485 0 0.521225 0.686377 0.0190322 0 0 0.825553 1.7014 13.9219 0 6.34762 0
393 3100.00 787.10 22.745656 54.1248 0.202156 21.4116 0.199876 0 0.511003 0.691834 0.0187818 0 0 0.831091 1.67596 13.9511 0 6.38186 0
394 3100.00 786.10 22.567711 54.072 0.20375 21.4276 0.196351 0 0.501031 0.697289 0.0185384 0 0 0.836619 1.65091 13.9797 0 6.41626 0
395 3100.00 785.10 22.392575 54.0187 0.205344 21.4436 0.192907 0 0.491301 0.702743 0.0183014 0 0 0.842139 1.62623 14.0079 0 6.45083 0
396 3100.00 784.10 22.220161 53.965 0.206937 21.4597 0.189541 0 0.481806 0.708195 0.0180708 0 0 0.84765 1.60193 14.0356 0 6.48557 0
397 3100.00 783.10 22.050383 53.9109 0.20853 21.4759 0.186252 0 0.472538 0.713648 0.0178463 0 0 0.853154 1.57798 14.0628 0 6.5205 0
398 3100.00 782.10 21.883160 53.8564 0.210124 21.4921 0.183038 0 0.463491 0.719102 0.0176275 0 0 0.858652 1.5544 14.0895 0 6.5556 0
399 3100.00 781.10 21.718415 53.8014 0.211718 21.5084 0.179895 0 0.454658 0.724556 0.0174144 0 0 0.864144 1.53117 14.1157 0 6.59089 0
400 3100.00 780.10 21.556072 53.7461 0.213312 21.5247 0.176822 0 0.446033 0.730013 0.0172066 0 0 0.86963 1.50828 14.1415 0 6.62636 0
401 3100.00 779.10 21.396062 53.6903 0.214908 21.5412 0.173818 0 0.43761 0.735473 0.0170039 0 0 0.875112 1.48574 14.1669 0 6.66201 0
402 3100.00 778.10 21.238314 53.6341 0.216504 21.5577 0.170879 0 0.429382 0.740935 0.0168063 0 0 0.880591 1.46352 14.1918 0 6.69786 0
403 3100.00 777.10 21.047546 53.5803 0.206627 21.5765 0.168022 0 0.421507 0.747651 0.0155989 0 0 0.869595 1.44243 14.2253 0 6.7464 0
404 3100.00 776.10 20.881156 53.5242 0.203879 21.5941 0.16521 0 0.413697 0.753608 0.0150596 0 0 0.868859 1.42117 14.2528 0 6.78749 0
405 3100.00 775.10 20.717011 53.4675 0.20113 21.6117 0.162458 0 0.406062 0.759579 0.0145367 0 0 0.86813 1.40024 14.2798 0 6.82884 0
406 3100.00 774.10 20.555049 53.4103 0.198379 21.6295 0.159763 0 0.398597 0.765564 0.0140297 0 0 0.867409 1.37962 14.3064 0 6.87046 0
407 3100.00 773.10 20.395211 53.3525 0.195627 21.6474 0.157125 0 0.391298 0.771564 0.0135379 0 0 0.866697 1.35931 14.3325 0 6.91236 0
408 3100.00 772.10 20.237439 53.2942 0.192875 21.6654 0.154542 0 0.38416 0.777579 0.0130606 0 0 0.865995 1.33931 14.3583 0 6.95454 0
409 3100.00 771.10 20.081678 53.2354 0.190124 21.6836 0.152013 0 0.377179 0.783611 0.0125973 0 0 0.865306 1.31961 14.3836 0 6.99699 0
410 3100.00 770.10 19.927875 53.176 0.187374 21.7018 0.149536 0 0.370351 0.789658 0.0121476 0 0 0.864629 1.3002 14.4085 0 7.03973 0
411 3100.00 769.10 19.775979 53.1161 0.184626 21.7202 0.14711 0 0.363671 0.795724 0.0117108 0 0 0.863966 1.28108 14.433 0 7.08275 0
412 3100.00 768.10 19.625942 53.0557 0.18188 21.7387 0.144733 0 0.357137 0.801807 0.0112867 0 0 0.863319 1.26225 14.4572 0 7.12607 0
413 3100.00 767.10 19.477715 52.9946 0.179138 21.7573 0.142406 0 0.350744 0.807909 0.0108746 0 0 0.862688 1.2437 14.4809 0 7.16967 0
414 3100.00 766.10 19.331255 52.9331 0.1764 21.7761 0.140125 0 0.344489 0.81403 0.0104744 0 0 0.862075 1.22542 14.5043 0 7.21357 0
415 3100.00 765.10 19.186517 52.8709 0.173666 21.795 0.13789 0 0.338367 0.82017 0.0100855 0 0 0.861481 1.20741 14.5273 0 7.25777 0
416 3100.00 764.10 19.043460 52.8082 0.170937 21.814 0.1357 0 0.332376 0.826332 0.00970765 0 0 0.860907 1.18967 14.5499 0 7.30226 0
417 3100.00 763.10 18.902043 52.745 0.168215 21.8331 0.133554 0 0.326512 0.832514 0.00934051 0 0 0.860355 1.17219 14.5721 0 7.34706 0
418 3100.00 762.10 18.762229 52.6812 0.165498 21.8524 0.131451 0 0.320771 0.838718 0.00898377 0 0 0.859825 1.15497 14.594 0 7.39217 0
419 3100.00 761.10 18.623979 52.6168 0.162789 21.8718 0.129389 0 0.315151 0.844944 0.00863715 0 0 0.859318 1.138 14.6156 0 7.43758 0
420 3100.00 760.10 18.487257 52.5518 0.160088 21.8914 0.127368 0 0.309649 0.851193 0.00830037 0 0 0.858837 1.12128 14.6368 0 7.48331 0
421 3100.00 759.10 18.352030 52.4863 0.157395 21.9111 0.125386 0 0.304261 0.857465 0.00797318 0 0 0.858381 1.1048 14.6576 0 7.52935 0
422 3100.00 758.10 18.218263 52.4202 0.154712 21.9309 0.123443 0 0.298985 0.86376 0.00765534 0 0 0.857952 1.08857 14.6781 0 7.5757 0
423 3100.00 757.10 18.085926 52.3535 0.152038 21.9509 0.121538 0 0.293817 0.870081 0.00734661 0 0 0.857552 1.07258 14.6983 0 7.62238 0
424 3100.00 756.10 17.916979 52.2929 0.149567 21.9326 0.119799 0 0.288856 0.878285 0.00704771 0 0 0.858473 1.06389 14.719 0 7.68962 0
425 3100.00 755.10 17.742864 52.2321 0.147126 21.9079 0.118114 0 0.284016 0.886904 0.00675656 0 0 0.859676 1.0566 14.7396 0 7.76122 0
426 3100.00 754.10 17.569697 52.17 0.144682 21.883 0.116464 0 0.279279 0.895645 0.00647277 0 0 0.860958 1.04957 14.7599 0 7.83401 0
427 3100.00 753.10 17.397453 52.1066 0.142235 21.8578 0.114845 0 0.274642 0.904513 0.0061962 0 0 0.862322 1.04278 14.78 0 7.908 0
428 3100.00 752.10 17.226112 52.0419 0.139787 21.8323 0.113259 0 0.270102 0.913509 0.00592674 0 0 0.86377 1.03624 14.7999 0 7.98322 0
429 3100.00 751.10 17.055653 51.9758 0.137338 21.8066 0.111703 0 0.265657 0.922639 0.00566428 0 0 0.865305 1.02994 14.8196 0 8.05971 0
430 3100.00 750.10 16.886059 51.9083 0.134888 21.7806 0.110178 0 0.261305 0.931906 0.00540871 0 0 0.86693 1.02389 14.8391 0 8.13749 0
431 3100.00 749.10 16.717312 51.8394 0.132438 21.7544 0.108682 0 0.257043 0.941313 0.00515994 0 0 0.868647 1.01809 14.8583 0 8.2166 0
432 3100.00 748.10 16.549397 51.7689 0.129987 21.7279 0.107215 0 0.252869 0.950863 0.00491789 0 0 0.87046 1.01252 14.8773 0 8.29707 0
433 3100.00 747.10 16.368290 51.6938 0.127429 21.7023 0.105757 0 0.248717 0.961384 0.00467104 0 0 0.87268 1.00739 14.8978 0 8.3781 0
434 3100.00 746.10 15.871165 51.5427 0.122366 21.7058 0.103851 0 0.243075 0.991497 0.00418334 0 0 0.8824 1.00596 14.9586 0 8.43951 0
435 3100.00 745.10 15.412330 51.3941 0.117526 21.7089 0.101981 0 0.237581 1.02101 0.00374359 0 0 0.89211 1.00418 15.0181 0 8.50077 0
436 3100.00 744.10 14.986665 51.2474 0.112885 21.7111 0.100162 0 0.232261 1.05001 0.00334618 0 0 0.901814 1.00281 15.0758 0 8.5624 0
437 3100.00 743.10 14.590481 51.1025 0.108434 21.7125 0.0983925 0 0.227107 1.07853 0.00298692 0 0 0.911516 1.00179 15.1318 0 8.62443 0
438 3100.00 742.10 14.220626 50.9594 0.104164 21.7131 0.0966691 0 0.222111 1.10658 0.00266209 0 0 0.921217 1.0011 15.1862 0 8.68686 0
439 3100.00 741.10 13.874388 50.8178 0.100066 21.7129 0.0949899 0 0.217265 1.13419 0.00236841 0 0 0.930921 1.00072 15.2391 0 8.74971 0
440 3100.00 740.10 13.549424 50.6776 0.0961329 21.712 0.0933531 0 0.212561 1.16139 0.00210298 0 0 0.940629 1.00061 15.2905 0 8.81298 0
441 3100.00 739.10 13.243695 50.5388 0.0923574 21.7105 0.0917567 0 0.207995 1.1882 0.00186319 0 0 0.950345 1.00075 15.3407 0 8.8767 0
442 3100.00 738.10 12.955422 50.4013 0.0887322 21.7083 0.0901991 0 0.203558 1.21464 0.00164671 0 0 0.960069 1.00112 15.3895 0 8.94086 0
443 3100.00 737.10 12.683042 50.2649 0.0852509 21.7056 0.0886786 0 0.199247 1.24073 0.00145144 0 0 0.969803 1.00171 15.4372 0 9.00548 0
444 3100.00 736.10 12.425178 50.1295 0.0819072 21.7023 0.0871938 0 0.195054 1.26648 0.00127551 0 0 0.979547 1.0025 15.4837 0 9.07057 0
445 3100.00 735.10 12.180614 49.9952 0.0786954 21.6984 0.0857432 0 0.190977 1.29191 0.0011172 0 0 0.989303 1.00347 15.5291 0 9.13614 0
446 3100.00 734.10 11.948266 49.8617 0.0756098 21.694 0.0843256 0 0.187009 1.31703 0.000974974 0 0 0.999071 1.00462 15.5735 0 9.20219 0
447 3100.00 733.10 11.727171 49.7291 0.0726452 21.6891 0.0829396 0 0.183146 1.34186 0.000847426 0 0 1.00885 1.00592 15.6168 0 9.26873 0
448 3100.00 732.10 11.516468 49.5973 0.0697965 21.6837 0.0815841 0 0.179385 1.36641 0.00073328 0 0 1.01864 1.00738 15.6592 0 9.33577 0
449 3100.00 731.10 11.315382 49.4663 0.067059 21.6779 0.080258 0 0.175721 1.39069 0.000631373 0 0 1.02845 1.00898 15.7007 0 9.40332 0
450 3100.00 730.10 11.123218 49.3359 0.0644282 21.6717 0.0789603 0 0.17215 1.41472 0.000540643 0 0 1.03827 1.01071 15.7413 0 9.47138 0
451 3100.00 729.10 10.939348 49.2061 0.0618997 21.665 0.0776898 0 0.16867 1.4385 0.000460117 0 0 1.0481 1.01256 15.781 0 9.53995 0
452 3100.00 728.10 10.763207 49.0769 0.0594695 21.658 0.0764458 0 0.165277 1.46204 0.000388905 0 0 1.05794 1.01453 15.82 0 9.60904 0
453 3100.00 727.10 10.594277 48.9483 0.0571334 21.6505 0.0752272 0 0.161967 1.48535 0.000326189 0 0 1.06779 1.01662 15.8581 0 9.67865 0
454 3100.00 726.10 10.432093 48.8202 0.0548878 21.6427 0.0740333 0 0.158738 1.50844 0.000271217 0 0 1.07765 1.0188 15.8954 0 9.74879 0
455 3100.00 725.10 10.276228 48.6926 0.0527291 21.6346 0.0728632 0 0.155587 1.53132 0.000223295 0 0 1.08752 1.02109 15.9321 0 9.81945 0
456 3100.00 724.10 10.126292 48.5654 0.0506537 21.6261 0.0717162 0 0.152511 1.554 0.000181784 0 0 1.09741 1.02347 15.968 0 9.89064 0
457 3100.00 723.10 9.981931 48.4386 0.0486583 21.6173 0.0705914 0 0.149507 1.57647 0.000146092 0 0 1.10729 1.02594 16.0032 0 9.96235 0
458 3100.00 722.10 9.842818 48.3122 0.0467397 21.6081 0.0694883 0 0.146574 1.59875 0.00011567 0 0 1.11719 1.02849 16.0377 0 10.0346 0
459 3100.00 721.10 9.708654 48.1862 0.0448947 21.5987 0.068406 0 0.143709 1.62084 9.00064e-05 0 0 1.12709 1.03113 16.0716 0 10.1073 0
460 3100.00 720.10 9.579162 48.0605 0.0431204 21.589 0.0673441 0 0.140909 1.64275 6.86246e-05 0 0 1.13699 1.03384 16.1049 0 10.1806 0
461 3100.00 719.10 9.454090 47.9352 0.0414139 21.579 0.0663018 0 0.138173 1.66449 5.10755e-05 0 0 1.1469 1.03662 16.1375 0 10.2544 0
462 3100.00 718.10 9.333203 47.8101 0.0397721 21.5687 0.0652786 0 0.135498 1.68605 3.69352e-05 0 0 1.15681 1.03947 16.1695 0 10.3287 0
463 3100.00 717.10 9.216283 47.6854 0.0381924 21.5582 0.0642739 0 0.132883 1.70744 2.57993e-05 0 0 1.16671 1.04239 16.201 0 10.4035 0
464 3100.00 716.10 9.108157 47.5641 0.0386458 21.5455 0.0633233 0 0.130397 1.72771 0 0 0 1.18045 1.0452 16.2283 0 10.4763 0
465 3100.00 715.10 9.002564 47.4427 0.0390991 21.5333 0.0623784 0 0.127943 1.74797 0 0 0 1.19285 1.04809 16.2562 0 10.5495 0
466 3100.00 714.10 8.900050 47.3214 0.0395495 21.5209 0.0614487 0 0.125539 1.7681 0 0 0 1.20518 1.05104 16.2836 0 10.6232 0
467 3100.00 713.10 8.800481 47.2004 0.0399969 21.5083 0.060534 0 0.123184 1.78811 0 0 0 1.21742 1.05404 16.3106 0 10.6974 0
468 3100.00 712.10 8.703734 47.0795 0.0404415 21.4956 0.0596338 0 0.120877 1.80798 0 0 0 1.22959 1.0571 16.3372 0 10.7721 0
469 3100.00 711.10 8.609690 46.9588 0.0408833 21.4827 0.0587477 0 0.118617 1.82773 0 0 0 1.24169 1.0602 16.3633 0 10.8473 0
470 3100.00 710.10 8.518242 46.8384 0.0413222 21.4696 0.0578756 0 0.116402 1.84735 0 0 0 1.2537 1.06335 16.389 0 10.923 0
471 3100.00 709.10 8.429285 46.7181 0.0417583 21.4564 0.0570169 0 0.11423 1.86685 0 0 0 1.26565 1.06655 16.4143 0 10.9992 0
472 3100.00 708.10 8.342724 46.598 0.0421915 21.4431 0.0561715 0 0.112102 1.88622 0 0 0 1.27752 1.06978 16.4392 0 11.0758 0
473 3100.00 707.10 8.258466 46.4782 0.042622 21.4296 0.055339 0 0.110015 1.90546 0 0 0 1.28931 1.07306 16.4636 0 11.1528 0
474 3100.00 706.10 8.176427 46.3585 0.0430497 21.416 0.0545192 0 0.107969 1.92458 0 0 0 1.30103 1.07638 16.4877 0 11.2303 0
475 3100.00 705.10 8.096524 46.2391 0.0434745 21.4022 0.0537117 0 0.105962 1.94358 0 0 0 1.31267 1.07974 16.5114 0 11.3082 0
476 3100.00 704.10 8.018681 46.1199 0.0438965 21.3884 0.0529162 0 0.103995 1.96244 0 0 0 1.32424 1.08313 16.5346 0 11.3864 0
477 3100.00 703.10 7.942825 46.001 0.0443158 21.3744 0.0521326 0 0.102065 1.98119 0 0 0 1.33574 1.08655 16.5575 0 11.4651 0
478 3100.00 702.10 7.868888 45.8823 0.0447322 21.3604 0.0513606 0 0.100172 1.9998 0 0 0 1.34716 1.09001 16.5801 0 11.5441 0
479 3100.00 701.10 7.796804 45.7639 0.0451457 21.3462 0.0505999 0 0.0983143 2.01829 0 0 0 1.35851 1.09349 16.6022 0 11.6234 0
480 3100.00 700.10 7.717259 45.6417 0.0456111 21.3143 0.0498557 0 0.0964688 2.03909 0 0 0 1.37166 1.09968 16.6263 0 11.7153 0
