Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
167 3100.00 1013.10 59.642216 52.6241 0.656183 20.4665 1.18932 0 4.73597 0.268266 1.3174 0 0 4.06854 3.44014 7.88032 0 3.35333 0
168 3100.00 1012.10 59.546961 52.6425 0.650539 20.4818 1.18786 0 4.72618 0.268695 1.30578 0 0 4.04 3.44499 7.89293 0 3.35869 0
169 3100.00 1011.10 59.452610 52.6609 0.644914 20.497 1.1864 0 4.71639 0.269122 1.29429 0 0 4.01165 3.44981 7.90546 0 3.36402 0
170 3100.00 1010.10 59.359149 52.6792 0.639312 20.5121 1.18495 0 4.7066 0.269546 1.28292 0 0 3.9835 3.4546 7.9179 0 3.36932 0
171 3100.00 1009.10 59.266565 52.6975 0.633734 20.5271 1.18351 0 4.6968 0.269967 1.27166 0 0 3.95553 3.45935 7.93027 0 3.37458 0
172 3100.00 1008.10 59.174843 52.7157 0.628185 20.5419 1.18207 0 4.687 0.270385 1.26053 0 0 3.92776 3.46407 7.94256 0 3.37981 0
173 3100.00 1007.10 59.083970 52.7338 0.622667 20.5567 1.18063 0 4.6772 0.270801 1.24951 0 0 3.90018 3.46876 7.95478 0 3.38501 0
174 3100.00 1006.10 58.993930 52.7518 0.617181 20.5713 1.1792 0 4.6674 0.271214 1.2386 0 0 3.87278 3.47341 7.96692 0 3.39018 0
175 3100.00 1005.10 58.904711 52.7698 0.611732 20.5858 1.17777 0 4.6576 0.271625 1.2278 0 0 3.84557 3.47803 7.97899 0 3.39531 0
176 3100.00 1004.10 58.816599 52.788 0.606085 20.5999 1.17636 0 4.64787 0.272032 1.21723 0 0 3.8186 3.48261 7.99094 0 3.4004 0
177 3100.00 1003.10 58.729384 52.8061 0.600396 20.6139 1.17497 0 4.63816 0.272436 1.20679 0 0 3.79183 3.48716 8.00281 0 3.40545 0
178 3100.00 1002.10 58.642920 52.8241 0.594771 20.6278 1.17358 0 4.62845 0.272838 1.19644 0 0 3.76524 3.49167 8.01461 0 3.41047 0
179 3100.00 1001.10 58.557195 52.8421 0.58921 20.6416 1.17219 0 4.61873 0.273237 1.18619 0 0 3.73881 3.49616 8.02634 0 3.41546 0
180 3100.00 1000.10 58.472199 52.8599 0.583711 20.6553 1.1708 0 4.60901 0.273634 1.17601 0 0 3.71257 3.50061 8.03801 0 3.42043 0
181 3100.00 999.10 58.387923 52.8776 0.578274 20.669 1.16942 0 4.59928 0.274029 1.16593 0 0 3.68649 3.50504 8.04961 0 3.42537 0
182 3100.00 998.10 58.304357 52.8952 0.572898 20.6826 1.16804 0 4.58954 0.274422 1.15593 0 0 3.66058 3.50943 8.06115 0 3.43028 0
183 3100.00 997.10 58.221492 52.9127 0.567582 20.6961 1.16666 0 4.5798 0.274813 1.14601 0 0 3.63483 3.5138 8.07262 0 3.43516 0
184 3100.00 996.10 58.139318 52.93 0.562326 20.7095 1.16528 0 4.57005 0.275201 1.13618 0 0 3.60925 3.51814 8.08403 0 3.44001 0
185 3100.00 995.10 58.057825 52.9473 0.557128 20.7228 1.16391 0 4.5603 0.275587 1.12643 0 0 3.58384 3.52245 8.09538 0 3.44484 0
186 3100.00 994.10 57.977005 52.9645 0.551988 20.7361 1.16254 0 4.55054 0.275971 1.11677 0 0 3.55859 3.52673 8.10666 0 3.44964 0
187 3100.00 993.10 57.896849 52.9816 0.546906 20.7493 1.16117 0 4.54078 0.276354 1.10719 0 0 3.53349 3.53099 8.11789 0 3.45442 0
188 3100.00 992.10 57.817348 52.9985 0.54188 20.7624 1.1598 0 4.53101 0.276734 1.09768 0 0 3.50856 3.53521 8.12905 0 3.45917 0
189 3100.00 991.10 57.738494 53.0154 0.536911 20.7754 1.15844 0 4.52123 0.277111 1.08826 0 0 3.48379 3.53941 8.14015 0 3.46389 0
190 3100.00 990.10 57.660278 53.0321 0.531996 20.7884 1.15707 0 4.51145 0.277487 1.07892 0 0 3.45917 3.54358 8.15119 0 3.46859 0
191 3100.00 989.10 57.582691 53.0488 0.527136 20.8013 1.15571 0 4.50166 0.277861 1.06966 0 0 3.43471 3.54773 8.16217 0 3.47327 0
192 3100.00 988.10 57.505727 53.0654 0.52233 20.8141 1.15436 0 4.49187 0.278233 1.06047 0 0 3.41041 3.55185 8.1731 0 3.47791 0
193 3100.00 987.10 57.429376 53.0818 0.517578 20.8268 1.153 0 4.48207 0.278603 1.05136 0 0 3.38625 3.55594 8.18396 0 3.48254 0
194 3100.00 986.10 57.353630 53.0982 0.512878 20.8395 1.15165 0 4.47227 0.278971 1.04233 0 0 3.36225 3.56 8.19477 0 3.48714 0
195 3100.00 985.10 57.278483 53.1145 0.508229 20.8521 1.15029 0 4.46246 0.279337 1.03338 0 0 3.3384 3.56404 8.20552 0 3.49171 0
196 3100.00 984.10 57.203927 53.1307 0.503633 20.8647 1.14894 0 4.45264 0.279701 1.0245 0 0 3.31469 3.56806 8.21622 0 3.49626 0
197 3100.00 983.10 57.129953 53.1468 0.499087 20.8771 1.1476 0 4.44282 0.280063 1.0157 0 0 3.29114 3.57204 8.22686 0 3.50079 0
198 3100.00 982.10 57.056555 53.1628 0.494591 20.8895 1.14625 0 4.433 0.280424 1.00697 0 0 3.26773 3.57601 8.23744 0 3.50529 0
199 3100.00 981.10 56.983726 53.1787 0.490144 20.9018 1.14491 0 4.42317 0.280782 0.998314 0 0 3.24446 3.57994 8.24797 0 3.50977 0
200 3100.00 980.10 56.911458 53.1945 0.485747 20.9141 1.14356 0 4.41333 0.281138 0.989731 0 0 3.22135 3.58385 8.25844 0 3.51423 0
201 3100.00 979.10 56.839745 53.2103 0.481398 20.9263 1.14222 0 4.40349 0.281493 0.981221 0 0 3.19837 3.58774 8.26886 0 3.51866 0
202 3100.00 978.10 56.768579 53.2259 0.477097 20.9384 1.14088 0 4.39364 0.281846 0.972783 0 0 3.17553 3.5916 8.27923 0 3.52308 0
203 3100.00 977.10 56.697954 53.2415 0.472843 20.9504 1.13955 0 4.38379 0.282197 0.964416 0 0 3.15284 3.59544 8.28954 0 3.52746 0
204 3100.00 976.10 56.627863 53.257 0.468635 20.9624 1.13821 0 4.37393 0.282546 0.956119 0 0 3.13028 3.59926 8.2998 0 3.53183 0
205 3100.00 975.10 56.558300 53.2723 0.464474 20.9744 1.13688 0 4.36407 0.282894 0.947892 0 0 3.10787 3.60304 8.31001 0 3.53617 0
206 3100.00 974.10 56.489259 53.2877 0.460358 20.9862 1.13555 0 4.3542 0.28324 0.939735 0 0 3.08559 3.60681 8.32017 0 3.5405 0
207 3100.00 973.10 56.420732 53.3029 0.456288 20.998 1.13421 0 4.34433 0.283584 0.931646 0 0 3.06345 3.61055 8.33027 0 3.5448 0
208 3100.00 972.10 56.352714 53.318 0.452262 21.0097 1.13289 0 4.33445 0.283926 0.923626 0 0 3.04144 3.61427 8.34033 0 3.54907 0
209 3100.00 971.10 56.285199 53.3331 0.44828 21.0214 1.13156 0 4.32456 0.284267 0.915673 0 0 3.01956 3.61797 8.35033 0 3.55333 0
210 3100.00 970.10 56.218180 53.3481 0.444341 21.033 1.13023 0 4.31467 0.284605 0.907787 0 0 2.99782 3.62164 8.36028 0 3.55757 0
211 3100.00 969.10 56.151652 53.363 0.440446 21.0445 1.12891 0 4.30478 0.284943 0.899968 0 0 2.97622 3.62529 8.37019 0 3.56178 0
212 3100.00 968.10 56.085609 53.3778 0.436593 21.056 1.12758 0 4.29488 0.285278 0.892214 0 0 2.95474 3.62891 8.38005 0 3.56598 0
213 3100.00 967.10 56.020045 53.3926 0.432782 21.0674 1.12626 0 4.28497 0.285612 0.884526 0 0 2.93339 3.63251 8.38985 0 3.57015 0
214 3100.00 966.10 55.954955 53.4072 0.429012 21.0787 1.12494 0 4.27506 0.285944 0.876902 0 0 2.91217 3.6361 8.39961 0 3.5743 0
215 3100.00 965.10 55.890332 53.4218 0.425284 21.09 1.12362 0 4.26515 0.286275 0.869343 0 0 2.89108 3.63965 8.40933 0 3.57844 0
216 3100.00 964.10 55.826173 53.4363 0.421596 21.1012 1.1223 0 4.25523 0.286604 0.861848 0 0 2.87012 3.64319 8.41899 0 3.58255 0
217 3100.00 963.10 55.762470 53.4508 0.417949 21.1124 1.12099 0 4.2453 0.286931 0.854415 0 0 2.84928 3.6467 8.42861 0 3.58664 0
218 3100.00 962.10 55.699219 53.4652 0.414341 21.1235 1.11967 0 4.23537 0.287257 0.847046 0 0 2.82857 3.6502 8.43818 0 3.59071 0
219 3100.00 961.10 55.636415 53.4795 0.410772 21.1345 1.11836 0 4.22544 0.287581 0.839738 0 0 2.80798 3.65367 8.4477 0 3.59477 0
220 3100.00 960.10 55.574052 53.4937 0.407242 21.1455 1.11704 0 4.2155 0.287904 0.832492 0 0 2.78751 3.65712 8.45718 0 3.5988 0
221 3100.00 959.10 55.512125 53.5078 0.40375 21.1564 1.11573 0 4.20555 0.288225 0.825307 0 0 2.76717 3.66054 8.46662 0 3.60282 0
222 3100.00 958.10 55.450630 53.5219 0.400296 21.1673 1.11442 0 4.1956 0.288545 0.818182 0 0 2.74695 3.66395 8.47601 0 3.60681 0
223 3100.00 957.10 55.389561 53.5359 0.39688 21.1781 1.11311 0 4.18565 0.288863 0.811118 0 0 2.72685 3.66734 8.48535 0 3.61079 0
224 3100.00 956.10 55.328914 53.5499 0.393501 21.1889 1.1118 0 4.17568 0.28918 0.804113 0 0 2.70687 3.6707 8.49465 0 3.61475 0
225 3100.00 955.10 55.268684 53.5638 0.390158 21.1996 1.11049 0 4.16572 0.289495 0.797167 0 0 2.68701 3.67404 8.50391 0 3.61869 0
226 3100.00 954.10 55.208866 53.5776 0.386852 21.2102 1.10918 0 4.15575 0.289809 0.790279 0 0 2.66727 3.67737 8.51312 0 3.62261 0
227 3100.00 953.10 55.136145 53.5905 0.383967 21.2148 1.10874 0 4.14898 0.290191 0.784919 0 0 2.64604 3.68027 8.52421 0 3.62738 0
228 3100.00 952.10 55.045944 53.6024 0.381632 21.2112 1.10947 0 4.14655 0.290666 0.781586 0 0 2.62278 3.6826 8.53784 0 3.63333 0
229 3100.00 951.10 54.956270 53.6141 0.379325 21.2076 1.11021 0 4.14414 0.291141 0.778293 0 0 2.59968 3.68488 8.55143 0 3.63926 0
230 3100.00 950.10 54.867114 53.6256 0.377045 21.204 1.11097 0 4.14175 0.291614 0.775041 0 0 2.57673 3.68711 8.56499 0 3.64517 0
231 3100.00 949.10 54.778467 53.637 0.374793 21.2003 1.11174 0 4.13939 0.292086 0.771828 0 0 2.55394 3.68931 8.5785 0 3.65107 0
232 3100.00 948.10 54.690320 53.6483 0.372569 21.1967 1.11252 0 4.13704 0.292556 0.768655 0 0 2.53129 3.69145 8.59198 0 3.65695 0
233 3100.00 947.10 54.602663 53.6594 0.370371 21.193 1.11331 0 4.13472 0.293026 0.765521 0 0 2.50878 3.69355 8.60542 0 3.66282 0
234 3100.00 946.10 54.515489 53.6704 0.3682 21.1894 1.11411 0 4.13243 0.293495 0.762425 0 0 2.48643 3.69561 8.61883 0 3.66868 0
235 3100.00 945.10 54.428788 53.6813 0.366056 21.1857 1.11493 0 4.13015 0.293962 0.759367 0 0 2.46422 3.69762 8.6322 0 3.67453 0
236 3100.00 944.10 54.342551 53.692 0.363939 21.182 1.11576 0 4.1279 0.294429 0.756346 0 0 2.44215 3.69959 8.64554 0 3.68036 0
237 3100.00 943.10 54.256770 53.7026 0.361849 21.1782 1.1166 0 4.12568 0.294894 0.753363 0 0 2.42023 3.70151 8.65884 0 3.68618 0
238 3100.00 942.10 54.171435 53.7131 0.359785 21.1745 1.11745 0 4.12347 0.295359 0.750416 0 0 2.39846 3.70339 8.67211 0 3.69198 0
239 3100.00 941.10 54.086539 53.7234 0.357748 21.1707 1.11832 0 4.12129 0.295822 0.747506 0 0 2.37682 3.70522 8.68536 0 3.69778 0
240 3100.00 940.10 54.002072 53.7336 0.355737 21.167 1.1192 0 4.11913 0.296285 0.744631 0 0 2.35532 3.707 8.69857 0 3.70356 0
241 3100.00 939.10 53.918027 53.7436 0.353752 21.1632 1.12009 0 4.117 0.296747 0.741792 0 0 2.33397 3.70875 8.71175 0 3.70933 0
242 3100.00 938.10 53.834394 53.7535 0.351793 21.1594 1.12099 0 4.11488 0.297208 0.738987 0 0 2.31275 3.71044 8.7249 0 3.7151 0
243 3100.00 937.10 53.751165 53.7633 0.349861 21.1556 1.12191 0 4.11279 0.297668 0.736216 0 0 2.29167 3.71209 8.73802 0 3.72085 0
244 3100.00 936.10 53.668331 53.773 0.347955 21.1518 1.12284 0 4.11073 0.298127 0.733479 0 0 2.27073 3.7137 8.75112 0 3.72659 0
245 3100.00 935.10 53.585885 53.7825 0.346075 21.1479 1.12378 0 4.10868 0.298586 0.730775 0 0 2.24992 3.71526 8.76419 0 3.73233 0
246 3100.00 934.10 53.503818 53.7918 0.344221 21.1441 1.12473 0 4.10666 0.299044 0.728103 0 0 2.22925 3.71677 8.77724 0 3.73805 0
247 3100.00 933.10 53.422122 53.8011 0.342393 21.1402 1.1257 0 4.10465 0.299501 0.725463 0 0 2.20871 3.71824 8.79026 0 3.74377 0
248 3100.00 932.10 53.340788 53.8102 0.340592 21.1364 1.12667 0 4.10267 0.299958 0.722854 0 0 2.18831 3.71967 8.80326 0 3.74948 0
249 3100.00 931.10 53.259808 53.8191 0.338816 21.1325 1.12766 0 4.10071 0.300414 0.720276 0 0 2.16803 3.72104 8.81623 0 3.75518 0
250 3100.00 930.10 53.179173 53.828 0.337067 21.1286 1.12867 0 4.09877 0.30087 0.717728 0 0 2.14789 3.72238 8.82919 0 3.76087 0
251 3100.00 929.10 53.098875 53.8366 0.335343 21.1247 1.12968 0 4.09684 0.301325 0.715209 0 0 2.12787 3.72367 8.84212 0 3.76656 0
252 3100.00 928.10 52.988451 53.8462 0.334298 21.1147 1.13259 0 4.10163 0.301953 0.705876 0 0 2.10931 3.72497 8.85567 0 3.7728 0
253 3100.00 927.10 52.873213 53.8559 0.333595 21.1048 1.13561 0 4.10674 0.302611 0.695088 0 0 2.09072 3.72637 8.8694 0 3.77916 0
254 3100.00 926.10 52.758775 53.8654 0.332893 21.095 1.13862 0 4.11179 0.303267 0.684437 0 0 2.07226 3.72771 8.88311 0 3.78551 0
255 3100.00 925.10 52.645117 53.8748 0.332193 21.0852 1.14163 0 4.11679 0.303922 0.673921 0 0 2.0539 3.72898 8.89682 0 3.79187 0
256 3100.00 924.10 52.532219 53.884 0.331497 21.0754 1.14464 0 4.12174 0.304575 0.663538 0 0 2.03566 3.73019 8.91051 0 3.79821 0
257 3100.00 923.10 52.420062 53.893 0.330804 21.0657 1.14765 0 4.12664 0.305227 0.653284 0 0 2.01752 3.73133 8.92419 0 3.80456 0
258 3100.00 922.10 52.308627 53.9019 0.330115 21.0561 1.15065 0 4.1315 0.305877 0.643159 0 0 1.9995 3.73242 8.93786 0 3.8109 0
259 3100.00 921.10 52.197894 53.9107 0.329432 21.0464 1.15366 0 4.13631 0.306526 0.633158 0 0 1.98159 3.73343 8.95153 0 3.81724 0
260 3100.00 920.10 52.087845 53.9193 0.328756 21.0369 1.15666 0 4.14107 0.307173 0.623281 0 0 1.96378 3.73439 8.96518 0 3.82357 0
261 3100.00 919.10 51.978461 53.9277 0.328086 21.0273 1.15966 0 4.14578 0.30782 0.613525 0 0 1.94609 3.73528 8.97882 0 3.82991 0
262 3100.00 918.10 51.869722 53.936 0.327424 21.0178 1.16265 0 4.15044 0.308465 0.603886 0 0 1.9285 3.73611 8.99246 0 3.83624 0
263 3100.00 917.10 51.761610 53.9441 0.326771 21.0084 1.16565 0 4.15505 0.309109 0.594364 0 0 1.91102 3.73687 9.00609 0 3.84257 0
264 3100.00 916.10 51.654104 53.9521 0.326126 20.999 1.16864 0 4.15962 0.309753 0.584955 0 0 1.89365 3.73758 9.01972 0 3.8489 0
265 3100.00 915.10 50.825432 54.2035 0.331665 20.9857 1.1034 0 3.87255 0.314803 0.485686 0 0 1.82527 3.79861 9.16701 0 3.91174 0
266 3100.00 914.10 50.732064 54.2323 0.332275 20.9842 1.09696 0 3.83867 0.315382 0.474385 0 0 1.81733 3.8056 9.18388 0 3.91894 0
267 3100.00 913.10 50.639701 54.261 0.332881 20.9827 1.09052 0 3.80496 0.315958 0.463279 0 0 1.80941 3.81255 9.20063 0 3.92609 0
268 3100.00 912.10 50.548332 54.2894 0.333483 20.9813 1.08407 0 3.77143 0.316529 0.452366 0 0 1.80151 3.81944 9.21726 0 3.93318 0
269 3100.00 911.10 50.457948 54.3177 0.33408 20.9799 1.07762 0 3.73808 0.317096 0.441643 0 0 1.79361 3.82628 9.23377 0 3.94023 0
270 3100.00 910.10 50.335467 54.3423 0.334893 20.9713 1.07313 0 3.71245 0.317867 0.432863 0 0 1.77822 3.83135 9.25577 0 3.94982 0
271 3100.00 909.10 50.040669 54.4702 0.271838 20.9841 1.04783 0 3.60836 0.318381 0.432429 0 0 1.7485 3.83686 9.30839 0 3.97309 0
272 3100.00 908.10 49.949455 54.4805 0.267222 20.9742 1.04836 0 3.60391 0.318856 0.432973 0 0 1.73318 3.83594 9.3245 0 3.98034 0
273 3100.00 907.10 49.858555 54.4907 0.262657 20.9643 1.04889 0 3.59947 0.319332 0.433521 0 0 1.71794 3.83497 9.3406 0 3.9876 0
274 3100.00 906.10 49.767964 54.5007 0.258142 20.9545 1.04943 0 3.59505 0.31981 0.43407 0 0 1.70278 3.83396 9.3567 0 3.99486 0
275 3100.00 905.10 49.677676 54.5105 0.253676 20.9448 1.04998 0 3.59065 0.320289 0.434623 0 0 1.68769 3.83289 9.37279 0 4.00212 0
276 3100.00 904.10 49.587687 54.5202 0.24926 20.9351 1.05054 0 3.58626 0.320771 0.435177 0 0 1.67268 3.83176 9.38887 0 4.00938 0
277 3100.00 903.10 49.497993 54.5297 0.244893 20.9255 1.0511 0 3.58189 0.321253 0.435734 0 0 1.65774 3.83059 9.40496 0 4.01664 0
278 3100.00 902.10 49.408589 54.5391 0.240575 20.9159 1.05167 0 3.57753 0.321737 0.436294 0 0 1.64288 3.82937 9.42104 0 4.02391 0
279 3100.00 901.10 49.319470 54.5483 0.236305 20.9064 1.05225 0 3.57319 0.322223 0.436856 0 0 1.6281 3.82809 9.43711 0 4.03118 0
280 3100.00 900.10 49.230632 54.5574 0.232084 20.8969 1.05283 0 3.56887 0.32271 0.437421 0 0 1.61339 3.82676 9.45319 0 4.03846 0
281 3100.00 899.10 49.101233 54.5731 0.227868 20.8899 1.05341 0 3.56415 0.323463 0.426007 0 0 1.59675 3.82697 9.47136 0 4.04696 0
282 3100.00 898.10 48.985497 54.5865 0.223718 20.8823 1.05397 0 3.55951 0.324133 0.418515 0 0 1.58086 3.8266 9.48886 0 4.05508 0
283 3100.00 897.10 48.870301 54.5997 0.219619 20.8747 1.05453 0 3.55482 0.324804 0.411109 0 0 1.56505 3.82616 9.50636 0 4.06321 0
284 3100.00 896.10 48.755619 54.6127 0.215572 20.8671 1.05507 0 3.55007 0.325477 0.403785 0 0 1.54934 3.82565 9.52386 0 4.07134 0
285 3100.00 895.10 48.641423 54.6255 0.211576 20.8597 1.0556 0 3.54528 0.326151 0.39654 0 0 1.53373 3.82508 9.54137 0 4.07947 0
286 3100.00 894.10 48.527687 54.6382 0.20763 20.8523 1.05611 0 3.54042 0.326827 0.389372 0 0 1.5182 3.82444 9.55889 0 4.08762 0
287 3100.00 893.10 48.414378 54.6507 0.203735 20.845 1.05661 0 3.53549 0.327506 0.382276 0 0 1.50277 3.82374 9.57641 0 4.09577 0
288 3100.00 892.10 48.301465 54.663 0.19989 20.8378 1.0571 0 3.5305 0.328186 0.37525 0 0 1.48743 3.82298 9.59394 0 4.10394 0
289 3100.00 891.10 48.188913 54.6752 0.196096 20.8307 1.05756 0 3.52543 0.328869 0.368289 0 0 1.47217 3.82215 9.61149 0 4.11212 0
290 3100.00 890.10 48.076684 54.6872 0.192351 20.8236 1.058 0 3.52029 0.329554 0.361389 0 0 1.457 3.82126 9.62905 0 4.12031 0
291 3100.00 889.10 47.316295 54.9529 0.195945 20.8112 0.978095 0 3.20597 0.33486 0.278995 0 0 1.38867 3.88278 9.78403 0 4.18661 0
292 3100.00 888.10 47.247930 54.9772 0.196228 20.8101 0.971784 0 3.17621 0.335345 0.271528 0 0 1.3824 3.8884 9.79819 0 4.19267 0
293 3100.00 887.10 47.180280 55.0014 0.19651 20.809 0.965477 0 3.14662 0.335825 0.264206 0 0 1.37614 3.89397 9.81224 0 4.19868 0
294 3100.00 886.10 47.113338 55.0254 0.196789 20.8079 0.959177 0 3.11721 0.336303 0.257027 0 0 1.36989 3.89951 9.82618 0 4.20465 0
295 3100.00 885.10 47.044998 55.0489 0.197075 20.8065 0.953001 0 3.08839 0.336791 0.250062 0 0 1.36326 3.90485 9.84041 0 4.21076 0
296 3100.00 884.10 46.938401 55.0672 0.197522 20.7981 0.948992 0 3.06736 0.337556 0.244557 0 0 1.34902 3.90743 9.86196 0 4.22032 0
297 3100.00 883.10 46.832303 55.0852 0.19797 20.7898 0.944995 0 3.04645 0.338321 0.239145 0 0 1.33485 3.90992 9.88349 0 4.22988 0
298 3100.00 882.10 46.726693 55.103 0.198417 20.7815 0.94101 0 3.02567 0.339085 0.233826 0 0 1.32075 3.91232 9.90499 0 4.23944 0
299 3100.00 881.10 46.621561 55.1205 0.198865 20.7732 0.937038 0 3.00503 0.33985 0.228597 0 0 1.30672 3.91464 9.92649 0 4.249 0
300 3100.00 880.10 46.516896 55.1378 0.199312 20.765 0.933078 0 2.98451 0.340615 0.223457 0 0 1.29277 3.91687 9.94796 0 4.25856 0
301 3100.00 879.10 46.412687 55.1549 0.19976 20.7568 0.92913 0 2.96412 0.341379 0.218406 0 0 1.27888 3.91901 9.96942 0 4.26812 0
302 3100.00 878.10 46.308924 55.1718 0.200207 20.7487 0.925195 0 2.94386 0.342144 0.213441 0 0 1.26507 3.92107 9.99087 0 4.27768 0
303 3100.00 877.10 46.205595 55.1884 0.200655 20.7405 0.921273 0 2.92373 0.34291 0.208563 0 0 1.25132 3.92304 10.0123 0 4.28725 0
304 3100.00 876.10 46.102690 55.2048 0.201103 20.7324 0.917363 0 2.90373 0.343675 0.203768 0 0 1.23765 3.92492 10.0337 0 4.29682 0
305 3100.00 875.10 46.000198 55.221 0.201551 20.7243 0.913465 0 2.88385 0.344441 0.199057 0 0 1.22405 3.92672 10.0552 0 4.30639 0
306 3100.00 874.10 45.898110 55.2369 0.201999 20.7163 0.909581 0 2.86409 0.345207 0.194429 0 0 1.21052 3.92843 10.0766 0 4.31597 0
307 3100.00 873.10 45.796415 55.2526 0.202448 20.7083 0.905709 0 2.84446 0.345973 0.189881 0 0 1.19707 3.93005 10.098 0 4.32556 0
308 3100.00 872.10 45.695103 55.268 0.202896 20.7003 0.90185 0 2.82495 0.34674 0.185413 0 0 1.18368 3.93158 10.1194 0 4.33515 0
309 3100.00 871.10 45.594163 55.2833 0.203346 20.6924 0.898003 0 2.80557 0.347508 0.181023 0 0 1.17036 3.93302 10.1408 0 4.34474 0
310 3100.00 870.10 45.493584 55.2983 0.203795 20.6845 0.894169 0 2.78631 0.348276 0.176712 0 0 1.15712 3.93437 10.1621 0 4.35435 0
311 3100.00 869.10 45.393358 55.313 0.204245 20.6766 0.890348 0 2.76717 0.349045 0.172476 0 0 1.14395 3.93564 10.1835 0 4.36396 0
312 3100.00 868.10 45.293473 55.3275 0.204696 20.6688 0.88654 0 2.74815 0.349815 0.168316 0 0 1.13085 3.93681 10.2049 0 4.37359 0
313 3100.00 867.10 45.193919 55.3418 0.205147 20.661 0.882745 0 2.72925 0.350586 0.164231 0 0 1.11783 3.93789 10.2263 0 4.38322 0
314 3100.00 866.10 45.094686 55.3558 0.205598 20.6532 0.878963 0 2.71047 0.351357 0.160218 0 0 1.10487 3.93889 10.2477 0 4.39287 0
315 3100.00 865.10 44.995763 55.3696 0.20605 20.6455 0.875193 0 2.69181 0.35213 0.156278 0 0 1.09199 3.93979 10.2691 0 4.40253 0
316 3100.00 864.10 44.897142 55.3832 0.206503 20.6378 0.871437 0 2.67327 0.352903 0.152409 0 0 1.07918 3.9406 10.2905 0 4.4122 0
317 3100.00 863.10 44.798810 55.3965 0.206956 20.6302 0.867693 0 2.65484 0.353678 0.148611 0 0 1.06644 3.94131 10.3119 0 4.42188 0
318 3100.00 862.10 44.522463 55.5173 0.15099 20.6534 0.833499 0 2.53719 0.354524 0.147961 0 0 1.04272 3.94097 10.3722 0 4.44933 0
319 3100.00 861.10 44.439078 55.5199 0.147908 20.6465 0.833752 0 2.533 0.35511 0.14814 0 0 1.03099 3.93709 10.3899 0 4.45768 0
320 3100.00 860.10 44.355780 55.5224 0.144864 20.6397 0.834014 0 2.52883 0.355699 0.148321 0 0 1.01933 3.93313 10.4077 0 4.46605 0
321 3100.00 859.10 44.272564 55.5246 0.141856 20.633 0.834282 0 2.52467 0.356292 0.148504 0 0 1.00774 3.92911 10.4255 0 4.47444 0
322 3100.00 858.10 44.189425 55.5267 0.138884 20.6263 0.834558 0 2.52054 0.356887 0.148689 0 0 0.996222 3.92503 10.4433 0 4.48286 0
323 3100.00 857.10 44.106356 55.5286 0.135948 20.6197 0.834842 0 2.51642 0.357486 0.148875 0 0 0.984778 3.92088 10.4611 0 4.4913 0
324 3100.00 856.10 44.023352 55.5303 0.133049 20.6131 0.835134 0 2.51233 0.358088 0.149063 0 0 0.973405 3.91666 10.479 0 4.49977 0
325 3100.00 855.10 43.940407 55.5319 0.130185 20.6067 0.835434 0 2.50825 0.358693 0.149253 0 0 0.962103 3.91237 10.4969 0 4.50826 0
326 3100.00 854.10 43.857515 55.5332 0.127356 20.6002 0.835742 0 2.5042 0.359301 0.149445 0 0 0.950873 3.90801 10.5148 0 4.51679 0
327 3100.00 853.10 43.774669 55.5344 0.124563 20.5939 0.836058 0 2.50017 0.359913 0.149639 0 0 0.939714 3.90359 10.5328 0 4.52533 0
328 3100.00 852.10 43.691864 55.5353 0.121805 20.5876 0.836383 0 2.49615 0.360528 0.149834 0 0 0.928626 3.89909 10.5508 0 4.53391 0
329 3100.00 851.10 43.609091 55.5361 0.119082 20.5813 0.836716 0 2.49216 0.361146 0.150032 0 0 0.91761 3.89453 10.5688 0 4.54252 0
330 3100.00 850.10 43.526345 55.5367 0.116393 20.5751 0.837058 0 2.48819 0.361768 0.150231 0 0 0.906665 3.88989 10.5869 0 4.55115 0
331 3100.00 849.10 43.443618 55.537 0.113739 20.569 0.837408 0 2.48423 0.362394 0.150432 0 0 0.895791 3.88518 10.605 0 4.55982 0
332 3100.00 848.10 43.360903 55.5372 0.11112 20.5629 0.837768 0 2.48031 0.363023 0.150636 0 0 0.884988 3.88041 10.6231 0 4.56852 0
333 3100.00 847.10 43.278193 55.5372 0.108534 20.5569 0.838136 0 2.4764 0.363656 0.150841 0 0 0.874257 3.87556 10.6413 0 4.57725 0
334 3100.00 846.10 43.195478 55.537 0.105983 20.551 0.838514 0 2.47251 0.364292 0.151048 0 0 0.863596 3.87063 10.6594 0 4.58601 0
335 3100.00 845.10 42.103136 55.7978 0.109212 20.6682 0.717328 0 2.08934 0.373754 0.102781 0 0 0.818096 3.89836 10.7762 0 4.64894 0
336 3100.00 844.10 41.933504 55.8167 0.109654 20.6732 0.707168 0 2.05382 0.375266 0.0984995 0 0 0.804852 3.89607 10.8024 0 4.66239 0
337 3100.00 843.10 41.764204 55.8353 0.110098 20.6784 0.696854 0 2.01802 0.376787 0.0944724 0 0 0.791718 3.89364 10.8288 0 4.67595 0
338 3100.00 842.10 41.595501 55.8535 0.110545 20.6837 0.686432 0 1.98208 0.378315 0.0906843 0 0 0.778704 3.89104 10.8554 0 4.68961 0
